ldref	pop	addpop	prefix	r2	r2_2.5	r2_97.5	r2_pval	r2_se
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin18.S3	0.00482304134677403	0.0024015966708629	0.00823674713478263	2.15787800065348e-12	0.00145410650847736
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin18.S4	0.0035788517517219	0.00161716085705891	0.00653080359239292	1.27992348461346e-09	0.00122450776985282
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin18.S5	0.00142772301588767	0.000264386526774765	0.00346492267869599	9.25084203642802e-05	0.000810811383011368
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin18.S6	0.00129406319016001	0.000147890413546611	0.00311049373210394	0.000188170082293351	0.000765828973067838
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin18.S7	0.00131088540785529	0.000201858418670522	0.00313928871103264	0.000172051612576672	0.000766375281741511
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin19.S1	0.00553621507716129	0.00288981056270093	0.00919286933282238	5.61415428586321e-14	0.00159070596385122
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin19.S10	0.00100171713371777	0.000130999050968181	0.00270764291570303	0.000901541854625323	0.000705582546756209
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin19.S2	0.00557626911909059	0.00307886390113753	0.00887899933875928	4.57458873526482e-14	0.00149677100183199
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin19.S3	0.00469686990823126	0.0023011317320288	0.00748634638004227	4.11800064299802e-12	0.00132854868757365
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin19.S4	0.00324199206995746	0.00131977833931886	0.00574948274355155	7.25815423863276e-09	0.00114940974970236
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin19.S5	0.00174045722661031	0.00036034185264795	0.00376549875339466	1.7762778203382e-05	0.000863307784429429
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin19.S6	0.00155662299568482	0.000336750741969988	0.003629393981039	4.67791172660314e-05	0.000834677826489918
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin19.S7	0.00153323004257655	0.000328592462361863	0.00355147087647255	5.29310944862257e-05	0.000871441614496569
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin2.S10	0.000279921189115795	-9.33481617614806e-05	0.00138247473013107	0.0512892107844399	0.000394174110825239
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin2.S2	0.000318343069861671	-9.28823032733006e-05	0.00165708700292519	0.0408303626369632	0.000463641778468474
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin2.S3	0.00236386446143755	0.00074832215295006	0.00445844140685265	6.83672639845336e-07	0.000988005817939492
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin2.S4	0.000905513043117367	3.91093269047987e-05	0.00273168565819042	0.00151781047341229	0.00069354520901977
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin2.S5	0.000283060279235081	-9.70544239812687e-05	0.00137517159056728	0.050337054265556	0.000407319999232197
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin2.S6	0.000486103156293938	-6.38916959184555e-05	0.00174999258424287	0.015480894805344	0.000507589149954665
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin2.S7	0.000411624244853415	-7.79202247195465e-05	0.00173131293852146	0.0237067385473318	0.000477605103458084
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin20.S1	0.00608812424924365	0.00343879393873504	0.00982308641706195	3.34513381609317e-15	0.00164649471787011
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin20.S10	0.000802273851320257	-1.29778573059735e-06	0.00231430493733267	0.002664792334015	0.000632100647562518
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin20.S2	0.0056865291315108	0.0032530317031667	0.00884476750633512	2.60360250313227e-14	0.00145076504862732
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin20.S3	0.00455123848221339	0.00221487541191346	0.00735285582684432	8.68487713797354e-12	0.00135784771224046
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin20.S4	0.00298779468735899	0.0011809596142511	0.00567700344907039	2.69567567123226e-08	0.00108913256286185
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin20.S5	0.00187789340577738	0.000534264219877476	0.00386584224588773	8.63528138651257e-06	0.000872027098860826
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin20.S6	0.00158478548226149	0.000337681435648274	0.00354861101868966	4.0317978233003e-05	0.000842075831257234
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin20.S7	0.00124411923603007	0.000222601425071245	0.00311775528987764	0.00024556500303445	0.000736202165101587
