cohort	ldref	pop	prefix	pheno	r2	r2_se	base	add	seq
UKBB-BBJ	1kgeur	EUR	ukb_ukbEUR_height_Bin1toBin1.S1	height	-0.000110617411649128	0.000118520877039902	8	1	1
UKBB-BBJ	1kgeur	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	1	1
UKBB-BBJ	1kgeur	EUR	meta_height_baseBin8addBin1.S1	height	0.0282797328671412	0.00319214085085408	8	1	1
UKBB-BBJ	1kgeur	EUR	weighted_height_baseBin8addBin1.S1	height	0.0277523917386569	0.00314868493920975	8	1	1
UKBB-BBJ	1kgeur	EUR	ukb_ukbEUR_height_Bin1toBin2.S1	height	5.59582904196022e-05	0.0002988093331942	8	2	1
UKBB-BBJ	1kgeur	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	2	1
UKBB-BBJ	1kgeur	EUR	meta_height_baseBin8addBin2.S1	height	0.0266912664050479	0.00304903943581682	8	2	1
UKBB-BBJ	1kgeur	EUR	weighted_height_baseBin8addBin2.S1	height	0.0277500239234286	0.00314920793606287	8	2	1
UKBB-BBJ	1kgeur	EUR	ukb_ukbEUR_height_Bin1toBin3.S1	height	0.00419447611886068	0.00120246121592896	8	3	1
UKBB-BBJ	1kgeur	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	3	1
UKBB-BBJ	1kgeur	EUR	meta_height_baseBin8addBin3.S1	height	0.0278261854843231	0.00311969515872039	8	3	1
UKBB-BBJ	1kgeur	EUR	weighted_height_baseBin8addBin3.S1	height	0.0280528345485928	0.00317666734120473	8	3	1
UKBB-BBJ	1kgeur	EUR	ukb_ukbEUR_height_Bin1toBin4.S1	height	0.00458284251154105	0.00131650405676512	8	4	1
UKBB-BBJ	1kgeur	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	4	1
UKBB-BBJ	1kgeur	EUR	meta_height_baseBin8addBin4.S1	height	0.0291396268174428	0.00316897285427444	8	4	1
UKBB-BBJ	1kgeur	EUR	weighted_height_baseBin8addBin4.S1	height	0.0282250116242975	0.00317766573071993	8	4	1
UKBB-BBJ	1kgeur	EUR	ukb_ukbEUR_height_Bin1toBin5.S1	height	0.00835060211905333	0.00178500745185917	8	5	1
UKBB-BBJ	1kgeur	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	5	1
UKBB-BBJ	1kgeur	EUR	meta_height_baseBin8addBin5.S1	height	0.0294248149853224	0.00335778878645536	8	5	1
UKBB-BBJ	1kgeur	EUR	weighted_height_baseBin8addBin5.S1	height	0.0290173247672544	0.00323988439772989	8	5	1
UKBB-BBJ	1kgeur	EUR	ukb_ukbEUR_height_Bin1toBin6.S1	height	0.00652552913374086	0.00157728369304754	8	6	1
UKBB-BBJ	1kgeur	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	6	1
UKBB-BBJ	1kgeur	EUR	meta_height_baseBin8addBin6.S1	height	0.0304729004190517	0.00337984857777173	8	6	1
UKBB-BBJ	1kgeur	EUR	weighted_height_baseBin8addBin6.S1	height	0.0287051908712345	0.00322524848942983	8	6	1
UKBB-BBJ	1kgeur	EUR	ukb_ukbEUR_height_Bin1toBin7.S1	height	0.00736116474482243	0.00190024122351042	8	7	1
UKBB-BBJ	1kgeur	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	7	1
UKBB-BBJ	1kgeur	EUR	meta_height_baseBin8addBin7.S1	height	0.0331775794167619	0.00337328050721548	8	7	1
UKBB-BBJ	1kgeur	EUR	weighted_height_baseBin8addBin7.S1	height	0.0291067162599123	0.00327121502966889	8	7	1
UKBB-BBJ	1kgeur	EUR	ukb_ukbEUR_height_Bin1toBin8.S1	height	0.00911892392800249	0.00164287819551819	8	8	1
UKBB-BBJ	1kgeur	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0283223493234445	0.00377180408990902	8	8	1
UKBB-BBJ	1kgeur	EUR	meta_height_baseBin8addBin8.S1	height	0.033831001357659	0.00394379191617446	8	8	1
UKBB-BBJ	1kgeur	EUR	weighted_height_baseBin8addBin8.S1	height	0.0304057565113324	0.00388698113627731	8	8	1
UKBB-BBJ	1kgeur	EUR	ukb_ukbEUR_height_Bin1toBin9.S1	height	0.0088689853600254	0.00186479951963308	8	9	1
UKBB-BBJ	1kgeur	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	9	1
UKBB-BBJ	1kgeur	EUR	meta_height_baseBin8addBin9.S1	height	0.0349041776582941	0.003436220340055	8	9	1
UKBB-BBJ	1kgeur	EUR	weighted_height_baseBin8addBin9.S1	height	0.0296092803460919	0.00332417650166085	8	9	1
UKBB-BBJ	1kgeur	EUR	ukb_ukbEUR_height_Bin1toBin10.S1	height	0.0118567068832893	0.00221800946626374	8	10	1
UKBB-BBJ	1kgeur	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	10	1
UKBB-BBJ	1kgeur	EUR	meta_height_baseBin8addBin10.S1	height	0.0339613271645353	0.00362710538986967	8	10	1
UKBB-BBJ	1kgeur	EUR	weighted_height_baseBin8addBin10.S1	height	0.0307605603385035	0.00342129742113961	8	10	1
UKBB-BBJ	1kgeur	EUR	ukb_ukbEUR_height_Bin1toBin11.S1	height	0.0129604564310031	0.00253486524716478	8	11	1
UKBB-BBJ	1kgeur	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	11	1
UKBB-BBJ	1kgeur	EUR	meta_height_baseBin8addBin11.S1	height	0.0332572340957786	0.00344517198358264	8	11	1
UKBB-BBJ	1kgeur	EUR	weighted_height_baseBin8addBin11.S1	height	0.0312808889339152	0.00349239217764244	8	11	1
UKBB-BBJ	1kgeur	EUR	ukb_ukbEUR_height_Bin1toBin12.S1	height	0.0136803712980467	0.00261980443165128	8	12	1
UKBB-BBJ	1kgeur	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	12	1
UKBB-BBJ	1kgeur	EUR	meta_height_baseBin8addBin12.S1	height	0.0335741705178499	0.00348490312012456	8	12	1
UKBB-BBJ	1kgeur	EUR	weighted_height_baseBin8addBin12.S1	height	0.0316410463285724	0.00345972442746846	8	12	1
UKBB-BBJ	1kgeur	EUR	ukb_ukbEUR_height_Bin1toBin13.S1	height	0.0124487227694264	0.00243010042077013	8	13	1
UKBB-BBJ	1kgeur	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	13	1
UKBB-BBJ	1kgeur	EUR	meta_height_baseBin8addBin13.S1	height	0.0357082629134844	0.00361053393436522	8	13	1
UKBB-BBJ	1kgeur	EUR	weighted_height_baseBin8addBin13.S1	height	0.0315877272846349	0.00348261092593205	8	13	1
UKBB-BBJ	1kgeur	EUR	ukb_ukbEUR_height_Bin1toBin14.S1	height	0.0122163614142967	0.00255047684716551	8	14	1
UKBB-BBJ	1kgeur	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	14	1
UKBB-BBJ	1kgeur	EUR	meta_height_baseBin8addBin14.S1	height	0.0362629071150488	0.00370060763522449	8	14	1
UKBB-BBJ	1kgeur	EUR	weighted_height_baseBin8addBin14.S1	height	0.0311312545131224	0.00349597734734695	8	14	1
UKBB-BBJ	1kgeur	EUR	ukb_ukbEUR_height_Bin1toBin15.S1	height	0.0139501283646544	0.00262169032509685	8	15	1
UKBB-BBJ	1kgeur	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	15	1
UKBB-BBJ	1kgeur	EUR	meta_height_baseBin8addBin15.S1	height	0.0352928571282111	0.00378482204833831	8	15	1
UKBB-BBJ	1kgeur	EUR	weighted_height_baseBin8addBin15.S1	height	0.0321148495858568	0.00357743427366439	8	15	1
UKBB-BBJ	1kgeur	EUR	ukb_ukbEUR_height_Bin1toBin16.S1	height	0.0159861105733177	0.00277082337128157	8	16	1
UKBB-BBJ	1kgeur	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	16	1
UKBB-BBJ	1kgeur	EUR	meta_height_baseBin8addBin16.S1	height	0.0351494148949045	0.0037030734711964	8	16	1
UKBB-BBJ	1kgeur	EUR	weighted_height_baseBin8addBin16.S1	height	0.0325551726697773	0.00365880128983979	8	16	1
UKBB-BBJ	1kgeur	EUR	ukb_ukbEUR_height_Bin1toBin17.S1	height	0.0157738825861348	0.0027557686324253	8	17	1
UKBB-BBJ	1kgeur	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	17	1
UKBB-BBJ	1kgeur	EUR	meta_height_baseBin8addBin17.S1	height	0.0364099363297353	0.00370570302171973	8	17	1
UKBB-BBJ	1kgeur	EUR	weighted_height_baseBin8addBin17.S1	height	0.0323584718957658	0.00367762885906091	8	17	1
UKBB-BBJ	1kgeur	EUR	ukb_ukbEUR_height_Bin1toBin18.S1	height	0.0193890616475308	0.00294376639278469	8	18	1
UKBB-BBJ	1kgeur	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	18	1
UKBB-BBJ	1kgeur	EUR	meta_height_baseBin8addBin18.S1	height	0.036565151041644	0.00372297754872893	8	18	1
UKBB-BBJ	1kgeur	EUR	weighted_height_baseBin8addBin18.S1	height	0.0342843169769691	0.00373461922051601	8	18	1
UKBB-BBJ	1kgeur	EUR	ukb_ukbEUR_height_Bin1toBin19.S1	height	0.0196146868625511	0.00295316461480053	8	19	1
UKBB-BBJ	1kgeur	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	19	1
UKBB-BBJ	1kgeur	EUR	meta_height_baseBin8addBin19.S1	height	0.0378707512514701	0.00369345471363962	8	19	1
UKBB-BBJ	1kgeur	EUR	weighted_height_baseBin8addBin19.S1	height	0.0347903652568508	0.00367397767796433	8	19	1
UKBB-BBJ	1kgeur	EUR	ukb_ukbEUR_height_Bin1toBin20.S1	height	0.0198090209725056	0.00301807482061023	8	20	1
UKBB-BBJ	1kgeur	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	20	1
UKBB-BBJ	1kgeur	EUR	meta_height_baseBin8addBin20.S1	height	0.0400745615664093	0.00392074257640905	8	20	1
UKBB-BBJ	1kgeur	EUR	weighted_height_baseBin8addBin20.S1	height	0.0350323372300233	0.00372182825810697	8	20	1
UKBB-BBJ	1kgeur	EUR	ukb_ukbEUR_height_Bin1toBin21.S1	height	0.0197472209150751	0.00306371109636184	8	21	1
UKBB-BBJ	1kgeur	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	21	1
UKBB-BBJ	1kgeur	EUR	meta_height_baseBin8addBin21.S1	height	0.0400664468183061	0.00390820191587039	8	21	1
UKBB-BBJ	1kgeur	EUR	weighted_height_baseBin8addBin21.S1	height	0.0356498412951376	0.00384230871986141	8	21	1
UKBB-BBJ	1kgeur	EUR	ukb_ukbEUR_height_Bin1toBin22.S1	height	0.0186709552326728	0.00294118119131258	8	22	1
UKBB-BBJ	1kgeur	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	22	1
UKBB-BBJ	1kgeur	EUR	meta_height_baseBin8addBin22.S1	height	0.0403394120822575	0.00391649604737686	8	22	1
UKBB-BBJ	1kgeur	EUR	weighted_height_baseBin8addBin22.S1	height	0.0348750209105767	0.00377661862302772	8	22	1
UKBB-BBJ	1kgeur	EUR	ukb_ukbEUR_height_Bin1toBin23.S1	height	0.0210799235142742	0.00307507565567465	8	23	1
UKBB-BBJ	1kgeur	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	23	1
UKBB-BBJ	1kgeur	EUR	meta_height_baseBin8addBin23.S1	height	0.0423506787000092	0.00395728832423403	8	23	1
UKBB-BBJ	1kgeur	EUR	weighted_height_baseBin8addBin23.S1	height	0.0358235021294624	0.00373436113383237	8	23	1
UKBB-BBJ	1kgeur	EUR	ukb_ukbEUR_height_Bin1toBin24.S1	height	0.0231542291369525	0.00342138175314505	8	24	1
UKBB-BBJ	1kgeur	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	24	1
UKBB-BBJ	1kgeur	EUR	meta_height_baseBin8addBin24.S1	height	0.0418833912968905	0.00383837613974908	8	24	1
UKBB-BBJ	1kgeur	EUR	weighted_height_baseBin8addBin24.S1	height	0.0367232378914453	0.00390274405822674	8	24	1
UKBB-BBJ	1kgeur	EUR	ukb_ukbEUR_height_Bin1toBin25.S1	height	0.0245690156637641	0.00353853609582407	8	25	1
UKBB-BBJ	1kgeur	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	25	1
UKBB-BBJ	1kgeur	EUR	meta_height_baseBin8addBin25.S1	height	0.043088357033654	0.00399097389699195	8	25	1
UKBB-BBJ	1kgeur	EUR	weighted_height_baseBin8addBin25.S1	height	0.0379408192758089	0.00399078749473228	8	25	1
UKBB-BBJ	1kgeur	EUR	ukb_ukbEUR_height_Bin1toBin26.S1	height	0.0250345248946528	0.00349870255495473	8	26	1
UKBB-BBJ	1kgeur	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	26	1
UKBB-BBJ	1kgeur	EUR	meta_height_baseBin8addBin26.S1	height	0.0443488880950703	0.00392603884307328	8	26	1
UKBB-BBJ	1kgeur	EUR	weighted_height_baseBin8addBin26.S1	height	0.0384759273983154	0.0039600791898082	8	26	1
UKBB-BBJ	1kgeur	EUR	ukb_ukbEUR_height_Bin1toBin27.S1	height	0.0255429938611112	0.00345050401784803	8	27	1
UKBB-BBJ	1kgeur	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	27	1
UKBB-BBJ	1kgeur	EUR	meta_height_baseBin8addBin27.S1	height	0.0448284469229834	0.00404044423069506	8	27	1
UKBB-BBJ	1kgeur	EUR	weighted_height_baseBin8addBin27.S1	height	0.0386626675005859	0.0039187177601595	8	27	1
UKBB-BBJ	1kgeur	EUR	ukb_ukbEUR_height_Bin1toBin28.S1	height	0.024832614693856	0.00340892715816986	8	28	1
UKBB-BBJ	1kgeur	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	28	1
UKBB-BBJ	1kgeur	EUR	meta_height_baseBin8addBin28.S1	height	0.0456779666725884	0.00398590673013625	8	28	1
UKBB-BBJ	1kgeur	EUR	weighted_height_baseBin8addBin28.S1	height	0.0386397541286258	0.00394851415176629	8	28	1
UKBB-BBJ	1kgeur	EUR	ukb_ukbEUR_height_Bin1toBin29.S1	height	0.0258472067915275	0.00335851751984472	8	29	1
UKBB-BBJ	1kgeur	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	29	1
UKBB-BBJ	1kgeur	EUR	meta_height_baseBin8addBin29.S1	height	0.0456154241507871	0.00403132998120169	8	29	1
UKBB-BBJ	1kgeur	EUR	weighted_height_baseBin8addBin29.S1	height	0.0390852836576539	0.00391598381533404	8	29	1
UKBB-BBJ	1kgeur	EUR	ukb_ukbEUR_height_Bin1toBin30.S1	height	0.0245087838476647	0.00331066995767868	8	30	1
UKBB-BBJ	1kgeur	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	30	1
UKBB-BBJ	1kgeur	EUR	meta_height_baseBin8addBin30.S1	height	0.0468526161215875	0.00417434946056321	8	30	1
UKBB-BBJ	1kgeur	EUR	weighted_height_baseBin8addBin30.S1	height	0.0382068336363286	0.00388927778091013	8	30	1
UKBB-BBJ	1kgeas	EUR	ukb_ukbEUR_height_Bin1toBin1.S1	height	-0.000110617411649128	0.000118520877039902	8	1	1
UKBB-BBJ	1kgeas	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	1	1
UKBB-BBJ	1kgeas	EUR	meta_height_baseBin8addBin1.S1	height	0.0207145556628849	0.00267025876333045	8	1	1
UKBB-BBJ	1kgeas	EUR	weighted_height_baseBin8addBin1.S1	height	0.0277523917386569	0.00314868493920975	8	1	1
UKBB-BBJ	1kgeas	EUR	ukb_ukbEUR_height_Bin1toBin2.S1	height	5.59582904196022e-05	0.0002988093331942	8	2	1
UKBB-BBJ	1kgeas	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	2	1
UKBB-BBJ	1kgeas	EUR	meta_height_baseBin8addBin2.S1	height	0.0200897408430131	0.00269048230912201	8	2	1
UKBB-BBJ	1kgeas	EUR	weighted_height_baseBin8addBin2.S1	height	0.0277500239234286	0.00314920793606287	8	2	1
UKBB-BBJ	1kgeas	EUR	ukb_ukbEUR_height_Bin1toBin3.S1	height	0.00419447611886068	0.00120246121592896	8	3	1
UKBB-BBJ	1kgeas	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	3	1
UKBB-BBJ	1kgeas	EUR	meta_height_baseBin8addBin3.S1	height	0.02092199366597	0.00279430297153154	8	3	1
UKBB-BBJ	1kgeas	EUR	weighted_height_baseBin8addBin3.S1	height	0.0280528345485928	0.00317666734120473	8	3	1
UKBB-BBJ	1kgeas	EUR	ukb_ukbEUR_height_Bin1toBin4.S1	height	0.00458284251154105	0.00131650405676512	8	4	1
UKBB-BBJ	1kgeas	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	4	1
UKBB-BBJ	1kgeas	EUR	meta_height_baseBin8addBin4.S1	height	0.0237735219124954	0.00290916328408171	8	4	1
UKBB-BBJ	1kgeas	EUR	weighted_height_baseBin8addBin4.S1	height	0.0282250116242975	0.00317766573071993	8	4	1
UKBB-BBJ	1kgeas	EUR	ukb_ukbEUR_height_Bin1toBin5.S1	height	0.00835060211905333	0.00178500745185917	8	5	1
UKBB-BBJ	1kgeas	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	5	1
UKBB-BBJ	1kgeas	EUR	meta_height_baseBin8addBin5.S1	height	0.0233785136783339	0.00298152455757421	8	5	1
UKBB-BBJ	1kgeas	EUR	weighted_height_baseBin8addBin5.S1	height	0.0290173247672544	0.00323988439772989	8	5	1
UKBB-BBJ	1kgeas	EUR	ukb_ukbEUR_height_Bin1toBin6.S1	height	0.00652552913374086	0.00157728369304754	8	6	1
UKBB-BBJ	1kgeas	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	6	1
UKBB-BBJ	1kgeas	EUR	meta_height_baseBin8addBin6.S1	height	0.0251381060756422	0.00304928713014007	8	6	1
UKBB-BBJ	1kgeas	EUR	weighted_height_baseBin8addBin6.S1	height	0.0287051908712345	0.00322524848942983	8	6	1
UKBB-BBJ	1kgeas	EUR	ukb_ukbEUR_height_Bin1toBin7.S1	height	0.00736116474482243	0.00190024122351042	8	7	1
UKBB-BBJ	1kgeas	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	7	1
UKBB-BBJ	1kgeas	EUR	meta_height_baseBin8addBin7.S1	height	0.0271545361690715	0.00306831096897204	8	7	1
UKBB-BBJ	1kgeas	EUR	weighted_height_baseBin8addBin7.S1	height	0.0291067162599123	0.00327121502966889	8	7	1
UKBB-BBJ	1kgeas	EUR	ukb_ukbEUR_height_Bin1toBin8.S1	height	0.00911892392800249	0.00164287819551819	8	8	1
UKBB-BBJ	1kgeas	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0283223493234445	0.00377180408990902	8	8	1
UKBB-BBJ	1kgeas	EUR	meta_height_baseBin8addBin8.S1	height	0.0276337143566018	0.003612705614771	8	8	1
UKBB-BBJ	1kgeas	EUR	weighted_height_baseBin8addBin8.S1	height	0.0304057565113324	0.00388698113627731	8	8	1
UKBB-BBJ	1kgeas	EUR	ukb_ukbEUR_height_Bin1toBin9.S1	height	0.0088689853600254	0.00186479951963308	8	9	1
UKBB-BBJ	1kgeas	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	9	1
UKBB-BBJ	1kgeas	EUR	meta_height_baseBin8addBin9.S1	height	0.0290385118599826	0.00333592633287875	8	9	1
UKBB-BBJ	1kgeas	EUR	weighted_height_baseBin8addBin9.S1	height	0.0296092803460919	0.00332417650166085	8	9	1
UKBB-BBJ	1kgeas	EUR	ukb_ukbEUR_height_Bin1toBin10.S1	height	0.0118567068832893	0.00221800946626374	8	10	1
UKBB-BBJ	1kgeas	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	10	1
UKBB-BBJ	1kgeas	EUR	meta_height_baseBin8addBin10.S1	height	0.0286931964487837	0.00339643071616543	8	10	1
UKBB-BBJ	1kgeas	EUR	weighted_height_baseBin8addBin10.S1	height	0.0307605603385035	0.00342129742113961	8	10	1
UKBB-BBJ	1kgeas	EUR	ukb_ukbEUR_height_Bin1toBin11.S1	height	0.0129604564310031	0.00253486524716478	8	11	1
UKBB-BBJ	1kgeas	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	11	1
UKBB-BBJ	1kgeas	EUR	meta_height_baseBin8addBin11.S1	height	0.0293205305696606	0.00337531322578796	8	11	1
UKBB-BBJ	1kgeas	EUR	weighted_height_baseBin8addBin11.S1	height	0.0312808889339152	0.00349239217764244	8	11	1
UKBB-BBJ	1kgeas	EUR	ukb_ukbEUR_height_Bin1toBin12.S1	height	0.0136803712980467	0.00261980443165128	8	12	1
UKBB-BBJ	1kgeas	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	12	1
UKBB-BBJ	1kgeas	EUR	meta_height_baseBin8addBin12.S1	height	0.0307246140004595	0.00352674519680111	8	12	1
UKBB-BBJ	1kgeas	EUR	weighted_height_baseBin8addBin12.S1	height	0.0316410463285724	0.00345972442746846	8	12	1
UKBB-BBJ	1kgeas	EUR	ukb_ukbEUR_height_Bin1toBin13.S1	height	0.0124487227694264	0.00243010042077013	8	13	1
UKBB-BBJ	1kgeas	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	13	1
UKBB-BBJ	1kgeas	EUR	meta_height_baseBin8addBin13.S1	height	0.0314571596360413	0.00356246908508468	8	13	1
UKBB-BBJ	1kgeas	EUR	weighted_height_baseBin8addBin13.S1	height	0.0315877272846349	0.00348261092593205	8	13	1
UKBB-BBJ	1kgeas	EUR	ukb_ukbEUR_height_Bin1toBin14.S1	height	0.0122163614142967	0.00255047684716551	8	14	1
UKBB-BBJ	1kgeas	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	14	1
UKBB-BBJ	1kgeas	EUR	meta_height_baseBin8addBin14.S1	height	0.0337789641076539	0.00373431896403792	8	14	1
UKBB-BBJ	1kgeas	EUR	weighted_height_baseBin8addBin14.S1	height	0.0311312545131224	0.00349597734734695	8	14	1
UKBB-BBJ	1kgeas	EUR	ukb_ukbEUR_height_Bin1toBin15.S1	height	0.0139501283646544	0.00262169032509685	8	15	1
UKBB-BBJ	1kgeas	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	15	1
UKBB-BBJ	1kgeas	EUR	meta_height_baseBin8addBin15.S1	height	0.0329014827220853	0.00387433304877411	8	15	1
UKBB-BBJ	1kgeas	EUR	weighted_height_baseBin8addBin15.S1	height	0.0321148495858568	0.00357743427366439	8	15	1
UKBB-BBJ	1kgeas	EUR	ukb_ukbEUR_height_Bin1toBin16.S1	height	0.0159861105733177	0.00277082337128157	8	16	1
UKBB-BBJ	1kgeas	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	16	1
UKBB-BBJ	1kgeas	EUR	meta_height_baseBin8addBin16.S1	height	0.0340239802493051	0.00388717722742373	8	16	1
UKBB-BBJ	1kgeas	EUR	weighted_height_baseBin8addBin16.S1	height	0.0325551726697773	0.00365880128983979	8	16	1
UKBB-BBJ	1kgeas	EUR	ukb_ukbEUR_height_Bin1toBin17.S1	height	0.0157738825861348	0.0027557686324253	8	17	1
UKBB-BBJ	1kgeas	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	17	1
UKBB-BBJ	1kgeas	EUR	meta_height_baseBin8addBin17.S1	height	0.0347514127776192	0.00390814426297903	8	17	1
UKBB-BBJ	1kgeas	EUR	weighted_height_baseBin8addBin17.S1	height	0.0323584718957658	0.00367762885906091	8	17	1
UKBB-BBJ	1kgeas	EUR	ukb_ukbEUR_height_Bin1toBin18.S1	height	0.0193890616475308	0.00294376639278469	8	18	1
UKBB-BBJ	1kgeas	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	18	1
UKBB-BBJ	1kgeas	EUR	meta_height_baseBin8addBin18.S1	height	0.0350275463524425	0.00381817330839108	8	18	1
UKBB-BBJ	1kgeas	EUR	weighted_height_baseBin8addBin18.S1	height	0.0342843169769691	0.00373461922051601	8	18	1
UKBB-BBJ	1kgeas	EUR	ukb_ukbEUR_height_Bin1toBin19.S1	height	0.0196146868625511	0.00295316461480053	8	19	1
UKBB-BBJ	1kgeas	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	19	1
UKBB-BBJ	1kgeas	EUR	meta_height_baseBin8addBin19.S1	height	0.0356239132313567	0.00386382767091113	8	19	1
UKBB-BBJ	1kgeas	EUR	weighted_height_baseBin8addBin19.S1	height	0.0347903652568508	0.00367397767796433	8	19	1
UKBB-BBJ	1kgeas	EUR	ukb_ukbEUR_height_Bin1toBin20.S1	height	0.0198090209725056	0.00301807482061023	8	20	1
UKBB-BBJ	1kgeas	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	20	1
UKBB-BBJ	1kgeas	EUR	meta_height_baseBin8addBin20.S1	height	0.0359137062100405	0.00405029049599857	8	20	1
UKBB-BBJ	1kgeas	EUR	weighted_height_baseBin8addBin20.S1	height	0.0350323372300233	0.00372182825810697	8	20	1
UKBB-BBJ	1kgeas	EUR	ukb_ukbEUR_height_Bin1toBin21.S1	height	0.0197472209150751	0.00306371109636184	8	21	1
UKBB-BBJ	1kgeas	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	21	1
UKBB-BBJ	1kgeas	EUR	meta_height_baseBin8addBin21.S1	height	0.0369617473294732	0.00397011278217919	8	21	1
UKBB-BBJ	1kgeas	EUR	weighted_height_baseBin8addBin21.S1	height	0.0356498412951376	0.00384230871986141	8	21	1
UKBB-BBJ	1kgeas	EUR	ukb_ukbEUR_height_Bin1toBin22.S1	height	0.0186709552326728	0.00294118119131258	8	22	1
UKBB-BBJ	1kgeas	EUR	bbj_ukbEUR_height_Bin1toBin8.S1	height	0.0277519799808928	0.00314853513369433	8	22	1
